epoch,train_loss,val_acc,val_f1
1,0.5001944236699107,0.8569651741293532,0.8561844874396353
2,0.42018326822459523,0.8739635157545605,0.8730503911389844
3,0.3924291827949451,0.8781094527363185,0.8771191520158194
4,0.3750352378176377,0.882669983416252,0.881911858641315
5,0.3694452089985563,0.8913764510779436,0.8908443048982949
6,0.3615064943610391,0.8946932006633499,0.8942894317101692
7,0.3594058580191086,0.8996683250414593,0.8993090132197749
8,0.34888269587428167,0.896351575456053,0.8959405065645539
